title,startDate,endDate,season,seasonYear,tags,format,status,episodes,genres,popularity,averageScore,countryOfOrigin,source,studios,rankings
Mobile Suit Zeta Gundam,3-1985,2-1986,SPRING,1985.0,"['Space', 'Military', 'War', 'Politics', 'Space Opera', 'Real Robot', 'Ensemble Cast', 'Family Life', 'Tragedy', 'Male Protagonist', 'Revenge', 'Heterosexual', 'Anti-Hero', 'Memory Manipulation', 'Super Power']",TV,FINISHED,50.0,"['Drama', 'Mecha', 'Sci-Fi']",18625,77.0,JP,ORIGINAL,Sunrise,441.0
Mobile Suit Gundam ZZ,3-1986,1-1987,SPRING,1986.0,"['War', 'Space Opera', 'Space', 'Politics', 'Ensemble Cast', 'Real Robot', 'Military', 'Male Protagonist', 'Slapstick', 'Surreal Comedy', 'Crossdressing', 'Super Power', 'Henshin', 'Guns', 'Love Triangle', 'Espionage', 'Desert', 'Tragedy']",TV,FINISHED,47.0,"['Drama', 'Mecha', 'Sci-Fi']",11710,64.0,JP,ORIGINAL,Sunrise,0.0
Mobile Suit Gundam: Char's Counterattack,3-1988,3-1988,SPRING,1988.0,"['Military', 'Space', 'Politics', 'War', ""Boys' Love"", 'Space Opera', 'Real Robot', 'Tragedy', 'Ensemble Cast', 'Love Triangle', 'Super Power', 'Male Protagonist', 'Guns']",MOVIE,FINISHED,1.0,"['Drama', 'Mecha', 'Sci-Fi']",12147,74.0,JP,OTHER,Sunrise,0.0
Mobile Suit Gundam F91,3-1991,3-1991,SPRING,1991.0,"['Military', 'Space', 'War', 'Real Robot', 'Shounen']",MOVIE,FINISHED,1.0,"['Drama', 'Mecha', 'Sci-Fi']",8341,62.0,JP,ORIGINAL,Sunrise,8.0
Mobile Suit Victory Gundam,4-1993,3-1994,SPRING,1993.0,"['Military', 'Real Robot', 'War', 'Coming of Age', 'Space', 'Space Opera', 'Tragedy', 'Cult']",TV,FINISHED,51.0,"['Drama', 'Mecha', 'Sci-Fi']",7180,64.0,JP,ORIGINAL,Sunrise,8.0
Mobile Suit Gundam Wing,4-1995,3-1996,SPRING,1995.0,"['Politics', 'Space', 'Real Robot', 'Military', 'Ensemble Cast', 'Primarily Male Cast', 'Terrorism', 'War', 'Male Protagonist', 'Philosophy', 'Suicide', 'Circus', 'Foreign', 'Amnesia']",TV,FINISHED,49.0,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']",23108,70.0,JP,ORIGINAL,Sunrise,8.0
Mobile Suit Gundam Wing: Endless Waltz,1-1997,7-1997,WINTER,1997.0,"['Military', 'Space']",OVA,FINISHED,3.0,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",6929,71.0,JP,ORIGINAL,Sunrise,1.0
After War Gundam X,4-1996,12-1996,SPRING,1996.0,"['Real Robot', 'Post-Apocalyptic', 'Heterosexual', 'Space', 'Ensemble Cast', 'Environmental', 'Male Protagonist', 'Tragedy', 'Suicide', 'Espionage']",TV,FINISHED,39.0,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']",7628,70.0,JP,ORIGINAL,Sunrise,12.0
Mobile Suit Gundam Seed,10-2002,9-2003,FALL,2002.0,"['Military', 'War', 'Tragedy', 'Real Robot', 'Space', 'Love Triangle', 'Male Protagonist', 'Netorare', 'Politics', 'Primarily Teen Cast', 'Clone', 'CGI', 'Twins']",TV,FINISHED,50.0,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",23023,72.0,JP,ORIGINAL,Sunrise,11.0
Mobile Suit Gundam Seed Destiny,10-2004,10-2005,FALL,2004.0,"['Tragedy', 'War', 'Military', 'Male Protagonist', 'Real Robot', 'Space', 'Primarily Teen Cast', 'Memory Manipulation', 'CGI', 'Clone', 'Anti-Hero', 'Orphan', 'Terrorism']",TV,FINISHED,50.0,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",14084,64.0,JP,ORIGINAL,Sunrise,48.0
Turn A Gundam,4-1999,4-2000,SPRING,1999.0,"['Lost Civilization', 'War', 'Real Robot', 'Ensemble Cast', 'Coming of Age', 'Post-Apocalyptic', 'Politics', 'Space', 'Anachronism', 'Cosmic Horror', 'Super Robot', 'Crossover', 'Crossdressing', 'Male Protagonist', 'Rural', 'Foreign', 'Agriculture']",TV,FINISHED,50.0,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']",14375,79.0,JP,ORIGINAL,Sunrise,319.0
Mobile Fighter G Gundam,4-1994,3-1995,SPRING,1994.0,"['Battle Royale', 'Martial Arts', 'Male Protagonist', 'Super Robot', 'Foreign', 'Revenge', 'Heterosexual', 'Henshin', 'Surreal Comedy', 'Cultivation', 'Space', 'Real Robot', 'Dystopian', 'Episodic', 'Love Triangle', 'Tragedy']",TV,FINISHED,49.0,"['Action', 'Adventure', 'Drama', 'Mecha', 'Romance']",12882,73.0,JP,ORIGINAL,Sunrise,2.0
Last Exile,4-2003,9-2003,SPRING,2003.0,"['Aviation', 'War', 'Post-Apocalyptic', 'Steampunk', 'CGI', 'Ensemble Cast', 'Heterosexual', 'Cult', 'Lost Civilization', 'Conspiracy']",TV,FINISHED,26.0,"['Action', 'Adventure', 'Sci-Fi']",25975,74.0,JP,ORIGINAL,GONZO,7.0
My-HiME,9-2004,3-2005,FALL,2004.0,"['Magic', 'Urban Fantasy', 'Robots', 'Battle Royale', 'School', 'Super Power', 'Ensemble Cast', 'Female Protagonist', 'Love Triangle', 'Yuri', 'Primarily Female Cast', 'Kuudere', 'Dragons', 'Gods', 'Motorcycles', 'Crossdressing', 'Yandere']",TV,FINISHED,26.0,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Romance']",16249,69.0,JP,ORIGINAL,Sunrise,31.0
My-Otome,10-2005,3-2006,FALL,2005.0,"['Magic', 'Henshin', 'Kuudere', 'Primarily Female Cast']",TV,FINISHED,26.0,"['Comedy', 'Drama', 'Fantasy']",6665,68.0,JP,ORIGINAL,Sunrise,34.0
Prétear: The New Legend of Snow White,4-2001,6-2001,SPRING,2001.0,"['Magic', 'Shoujo', 'Henshin', 'Family Life', 'Male Harem', 'Fairy Tale', 'Female Protagonist', 'Maids', 'Tragedy', 'Tsundere', 'Ojou-sama', 'Love Triangle', 'Heterosexual', 'Swordplay', 'Dancing']",TV,FINISHED,13.0,"['Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance']",8257,65.0,JP,MANGA,Hal Film Maker,28.0
Air,1-2005,4-2005,WINTER,2005.0,"['Tragedy', 'Reincarnation', 'Magic', 'Historical', 'Primarily Female Cast', 'Male Protagonist', 'Female Harem', 'Amnesia', 'Samurai', 'Heterosexual', 'Homeless', 'Achronological Order', 'Kuudere', 'Dinosaurs', 'Time Skip']",TV,FINISHED,13.0,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",40525,68.0,JP,VISUAL_NOVEL,Kyoto Animation,33.0
Love You Baby,4-2004,10-2004,SPRING,2004.0,"['Family Life', 'Shoujo', 'Male Protagonist', 'School', 'Adoption', 'Bullying', 'Heterosexual', 'Suicide']",TV,FINISHED,26.0,"['Comedy', 'Drama', 'Romance']",11909,71.0,JP,MANGA,TMS Entertainment,20.0
Red Riding Hood Chacha,1-1994,6-1995,WINTER,1994.0,"['Magic', 'Primarily Child Cast', 'Shoujo', 'Slapstick', 'Female Protagonist', 'Witch', 'Found Family', 'Mermaid', 'Henshin', 'Werewolf']",TV,FINISHED,74.0,"['Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance']",3125,66.0,JP,MANGA,NAS,11.0
"Ceres, Celestial Legend",4-2000,9-2000,SPRING,2000.0,"['Reincarnation', 'Shoujo', 'Female Protagonist', 'Mythology', 'Twins', 'Heterosexual', 'Tragedy', 'Incest', 'Age Gap']",TV,FINISHED,24.0,"['Adventure', 'Comedy', 'Drama', 'Horror', 'Romance']",6975,64.0,JP,MANGA,Studio Pierrot,18.0
Boys Be...,4-2000,7-2000,SPRING,2000.0,"['Shounen', 'Ensemble Cast', 'Male Protagonist', 'Episodic', 'School', 'Heterosexual', 'Coming of Age']",TV,FINISHED,13.0,"['Comedy', 'Romance', 'Slice of Life']",3380,56.0,JP,MANGA,Hal Film Maker,37.0
Boys Over Flowers,9-1996,8-1997,FALL,1996.0,"['Bullying', 'School', 'Female Protagonist', 'Male Harem', 'Love Triangle', 'Tsundere', 'Heterosexual', 'Shoujo', 'Revenge', 'Foreign']",TV,FINISHED,51.0,"['Comedy', 'Drama', 'Romance']",10352,70.0,JP,MANGA,Toei Animation,13.0
Jing: King of Bandits,5-2002,8-2002,SPRING,2002.0,"['Shounen', 'Episodic', 'Male Protagonist']",TV,FINISHED,13.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",5731,65.0,JP,MANGA,Aniplex,38.0
Jing: King of Bandits - Seventh Heaven,1-2004,4-2004,WINTER,2004.0,"['Shounen', 'Male Protagonist']",OVA,FINISHED,3.0,"['Adventure', 'Comedy', 'Fantasy', 'Psychological']",1994,65.0,JP,MANGA,Aniplex,10.0
Burst Angel,5-2004,9-2004,SPRING,2004.0,"['Dystopian', 'Real Robot', 'Female Protagonist', 'Primarily Female Cast', 'Guns', 'Robots', 'CGI', 'Yuri', 'Food', 'Triads', 'Kuudere', 'Tokusatsu', 'Body Horror', 'Conspiracy']",TV,FINISHED,24.0,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",9209,63.0,JP,ORIGINAL,GONZO,57.0
Cooking Master Boy,4-1997,9-1998,SPRING,1997.0,"['Shounen', 'Historical', 'Foreign', 'Food']",TV,FINISHED,52.0,"['Action', 'Adventure', 'Drama']",3367,69.0,JP,MANGA,Nippon Animation,7.0
Corrector Yui,4-1999,10-1999,SPRING,1999.0,"['Magic', 'Female Protagonist', 'Virtual World', 'Primarily Female Cast', 'Kuudere', 'Video Games']",TV,FINISHED,26.0,"['Adventure', 'Comedy', 'Mahou Shoujo', 'Sci-Fi']",3716,64.0,JP,ORIGINAL,Nippon Animation,23.0
The Cosmopolitan Prayers,1-2004,3-2004,WINTER,2004.0,"['Magic', 'Henshin', 'Primarily Female Cast', 'Female Protagonist', 'Tennis']",TV_SHORT,FINISHED,8.0,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']",1738,38.0,JP,ORIGINAL,m.o.e.,15.0
Stellvia of the Universe,4-2003,9-2003,SPRING,2003.0,"['Space', 'Real Robot', 'Aliens', 'School', 'Philosophy']",TV,FINISHED,26.0,"['Action', 'Mecha', 'Romance', 'Sci-Fi']",4864,69.0,JP,ORIGINAL,Xebec,22.0
Cromartie High School,10-2003,3-2004,FALL,2003.0,"['Surreal Comedy', 'Delinquents', 'School', 'Primarily Male Cast', 'Ensemble Cast', 'Meta', 'Episodic', 'Male Protagonist', 'Parody', 'Shounen', 'Animals', 'Primarily Teen Cast', 'Robots']",TV_SHORT,FINISHED,26.0,['Comedy'],27163,75.0,JP,MANGA,Production I.G,9.0
El Hazard: The Alternative World,1-1998,3-1998,WINTER,1998.0,"['Isekai', 'Dystopian', 'Revenge', 'Military', 'LGBTQ+ Themes']",TV,FINISHED,13.0,"['Adventure', 'Comedy', 'Fantasy']",1618,61.0,JP,ORIGINAL,AIC,22.0
El Hazard: The Wanderers,10-1995,3-1996,FALL,1995.0,"['Isekai', 'Super Power', 'Yuri']",TV,FINISHED,26.0,"['Adventure', 'Comedy']",3082,64.0,JP,ORIGINAL,TV Tokyo,16.0
El Hazard: The Magnificent World,5-1995,1-1996,SPRING,1995.0,"['Isekai', 'Ensemble Cast', 'Super Power', 'Crossdressing', 'LGBTQ+ Themes', 'Nudity', 'Time Manipulation', 'Kaiju', 'Female Harem', 'Male Protagonist']",OVA,FINISHED,7.0,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",3852,67.0,JP,ORIGINAL,AIC,5.0
Shinpi no Sekai El Hazard 2,3-1997,10-1997,SPRING,1997.0,['Isekai'],OVA,FINISHED,4.0,"['Adventure', 'Comedy', 'Fantasy']",1523,61.0,JP,ORIGINAL,AIC,8.0
Final Approach,10-2004,12-2004,FALL,2004.0,"['Heterosexual', 'Male Protagonist', 'Ojou-sama', 'School', 'Nudity', 'Female Harem', 'Kuudere']",TV_SHORT,FINISHED,13.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",4550,58.0,JP,VISUAL_NOVEL,Trinet Entertainment,2.0
Fruits Basket,7-2001,12-2001,SUMMER,2001.0,"['Family Life', 'Mythology', 'Shoujo', 'Female Protagonist', 'Male Harem', 'Animals', 'Heterosexual', 'Love Triangle', 'School', 'Found Family', 'Tragedy', 'Reincarnation', 'Urban Fantasy', 'Philosophy', 'Badminton', 'Primarily Teen Cast', 'Kuudere']",TV,FINISHED,26.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",76566,74.0,JP,MANGA,Studio DEEN,6.0
Fullmetal Alchemist,10-2003,10-2004,FALL,2003.0,"['Magic', 'Alchemy', 'Philosophy', 'Tragedy', 'Male Protagonist', 'Military', 'Coming of Age', 'Shounen', 'War', 'Alternate Universe', 'Travel', 'Body Horror', 'Conspiracy', 'Steampunk', 'Disability', 'Chimera', 'Foreign', 'Chibi', 'Cyborg', 'Anti-Hero', 'Religion']",TV,FINISHED,51.0,"['Action', 'Adventure', 'Drama', 'Fantasy']",193901,78.0,JP,MANGA,bones,335.0
Full Moon,4-2002,3-2003,SPRING,2002.0,"['Female Protagonist', 'Idol', 'Musical', 'Shoujo', 'Angels', 'Tragedy', 'Heterosexual', 'Afterlife', 'Found Family', 'Denpa', 'Disability', 'Philosophy', 'Urban Fantasy', 'Work', 'Henshin', 'Youkai', 'Rehabilitation', 'Age Gap', 'Kemonomimi', 'Orphan', 'Primarily Child Cast', 'Suicide', 'Mythology', 'Nekomimi', 'School', 'Animals', 'Love Triangle', 'Reincarnation']",TV,FINISHED,52.0,"['Comedy', 'Drama', 'Mahou Shoujo', 'Music', 'Romance', 'Supernatural']",16431,75.0,JP,MANGA,Studio DEEN,8.0
Fushigi Yugi: The Mysterious Play,4-1995,3-1996,SPRING,1995.0,"['Female Protagonist', 'Shoujo', 'Isekai', 'Magic', 'Historical', 'Foreign', 'Mythology', 'Coming of Age', 'Travel', 'Gods', 'War', 'Super Power', 'Tragedy', 'Male Harem', 'Heterosexual', 'Love Triangle', 'Crime', 'Martial Arts', 'Revenge', 'Rape', 'Nudity', 'Dragons', 'Reincarnation', 'Crossdressing', 'Twins', 'Suicide', 'Demons', 'Ancient China']",TV,FINISHED,52.0,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",15638,71.0,JP,MANGA,Studio Pierrot,7.0
Mysterious Play: Eikoden,12-2001,6-2002,FALL,2001.0,"['Shoujo', 'Female Protagonist', 'Heterosexual', 'Reincarnation', 'CGI', 'Dragons', 'Gods']",OVA,FINISHED,4.0,"['Adventure', 'Fantasy', 'Romance']",2385,61.0,JP,MANGA,Studio Pierrot,10.0
Futakoi,10-2004,12-2004,FALL,2004.0,"['Twins', 'Female Harem', 'School', 'Male Protagonist', 'Primarily Child Cast']",TV,FINISHED,13.0,"['Comedy', 'Romance']",5172,58.0,JP,ORIGINAL,Telecom Animation Film,77.0
Futakoi Alternative,4-2005,6-2005,SPRING,2005.0,"['Coming of Age', 'Love Triangle', 'Male Protagonist', 'Twins', 'Detective', 'Dullahan', 'Yakuza', 'Conspiracy', 'Baseball', 'Mahjong', 'Aliens']",TV,FINISHED,13.0,"['Comedy', 'Drama', 'Romance']",5138,64.0,JP,ORIGINAL,ufotable,58.0
Gate Keepers,4-2000,9-2000,SPRING,2000.0,"['Aliens', 'Mahjong', 'Super Robot', 'Slapstick', 'Love Triangle', 'Super Power', 'Cars', 'Guns']",TV,FINISHED,24.0,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi']",3300,62.0,JP,VIDEO_GAME,GONZO,29.0
Gate Keepers 21,4-2002,1-2003,SPRING,2002.0,['Aliens'],OVA,FINISHED,6.0,"['Action', 'Drama', 'Sci-Fi']",1632,60.0,JP,VIDEO_GAME,GONZO,19.0
Saiyuki,4-2000,3-2001,SPRING,2000.0,"['Shounen', 'Demons', 'Male Harem', 'Primarily Male Cast', 'Classic Literature']",TV,FINISHED,50.0,"['Adventure', 'Comedy', 'Drama', 'Supernatural']",8178,69.0,JP,MANGA,Group TAC,9.0
Saiyuki Reload,10-2003,3-2004,FALL,2003.0,"['Demons', 'Shoujo', 'Primarily Adult Cast']",TV,FINISHED,25.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy']",4858,69.0,JP,MANGA,Studio Pierrot,21.0
Saiyuki Gunlock,4-2004,9-2004,SPRING,2004.0,"['Demons', 'Primarily Adult Cast', 'Shoujo']",TV,FINISHED,26.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",3240,68.0,JP,MANGA,Studio Pierrot,35.0
GetBackers,10-2002,9-2003,FALL,2002.0,"['Shounen', 'Super Power', 'Male Protagonist', 'Urban', 'Work', 'Crime', 'Drugs', 'Virtual World', 'Mafia', 'Chibi', 'Martial Arts']",TV,FINISHED,49.0,"['Action', 'Comedy', 'Drama', 'Mystery']",15337,71.0,JP,MANGA,Studio DEEN,12.0
Green Green,7-2003,9-2003,SUMMER,2003.0,"['Nudity', 'School', 'Love Triangle', 'Time Manipulation', 'Bisexual', 'Female Harem', 'Isekai', 'Amnesia', 'Heterosexual']",TV,FINISHED,12.0,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",13243,53.0,JP,VISUAL_NOVEL,Studio Matrix,74.0
Gunslinger Girl,10-2003,2-2004,FALL,2003.0,"['Guns', 'Assassins', 'Foreign', 'Female Protagonist', 'Cyborg', 'Ensemble Cast', 'Primarily Female Cast', 'Memory Manipulation', 'Tragedy', 'Urban', 'Terrorism', 'Seinen', 'Crime', 'Mafia', 'Military', 'Episodic', 'Gore', 'Politics', 'Tanned Skin', 'Suicide', 'Tomboy', 'Rape']",TV,FINISHED,13.0,"['Action', 'Drama', 'Psychological', 'Sci-Fi']",31073,70.0,JP,MANGA,MADHOUSE,18.0
Hikaru no Go,10-2001,3-2003,FALL,2001.0,"['Go', 'Coming of Age', 'Primarily Male Cast', 'Shounen', 'Ghost', 'Board Game', 'Male Protagonist', 'School Club', 'Foreign']",TV,FINISHED,75.0,"['Comedy', 'Sports', 'Supernatural']",20922,78.0,JP,MANGA,Studio Pierrot,390.0
Hunter x Hunter,10-1999,3-2001,FALL,1999.0,"['Shounen', 'Ensemble Cast', 'Super Power', 'Cultivation', 'Male Protagonist', 'Revenge', 'Crime', 'Primarily Male Cast', 'Assassins', 'Kuudere', ""Boys' Love"", 'Travel']",TV,FINISHED,62.0,"['Action', 'Adventure', 'Fantasy']",93562,82.0,JP,MANGA,Nippon Animation,138.0
Hunter x Hunter: Yorknew City,1-2002,4-2002,WINTER,2002.0,"['Revenge', 'Shounen', 'Super Power', 'Male Protagonist', 'Noir', 'Crime', 'Primarily Adult Cast', 'Mafia', 'Assassins', 'Urban Fantasy', 'Kuudere']",OVA,FINISHED,8.0,"['Action', 'Adventure', 'Fantasy']",22587,81.0,JP,MANGA,Nippon Animation,8.0
HUNTER×HUNTER: Greed Island,2-2003,4-2003,WINTER,2003.0,"['Card Battle', 'Shounen', 'Super Power', 'Cultivation', 'Male Protagonist', 'Death Game', 'Augmented Reality', 'Shapeshifting', 'Primarily Child Cast', 'Kuudere', 'Video Games']",OVA,FINISHED,8.0,"['Action', 'Adventure', 'Fantasy']",24848,78.0,JP,MANGA,Nippon Animation,31.0
HUNTER×HUNTER: Greed Island Final,3-2004,8-2004,SPRING,2004.0,"['Shounen', 'Super Power', 'Male Protagonist', 'Death Game', 'Cultivation', 'Card Battle', 'Shapeshifting', 'Kuudere', 'Volleyball']",OVA,FINISHED,14.0,"['Action', 'Adventure', 'Fantasy']",20754,78.0,JP,MANGA,Nippon Animation,29.0
Jinki:Extend,1-2005,3-2005,WINTER,2005.0,"['Super Robot', 'Achronological Order', 'Female Protagonist', 'Kuudere']",TV,FINISHED,12.0,"['Mecha', 'Sci-Fi']",2138,52.0,JP,MANGA,feel.,95.0
Kamikaze Kaitou Jeanne,2-1999,1-2000,WINTER,1999.0,"['Demons', 'Magic', 'Reincarnation', 'Shoujo', 'Female Protagonist', 'Coming of Age', 'Henshin', 'Detective', 'Episodic', 'Angels', 'Rehabilitation', 'Philosophy', 'Gods', 'Hikikomori', 'Police', 'Urban Fantasy', 'Love Triangle', 'School', 'Heterosexual', 'Body Horror', 'Denpa', 'Primarily Teen Cast', 'Time Manipulation', 'Athletics', 'Historical', 'Acrobatics', 'Crossdressing', 'Photography']",TV,FINISHED,44.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Mystery', 'Romance', 'Supernatural']",8018,70.0,JP,MANGA,Toei Animation,13.0
Destiny of the Shrine Maiden,10-2004,12-2004,FALL,2004.0,"['Yuri', 'Super Robot', 'Female Protagonist', 'Magic', 'Shounen', 'Love Triangle', 'Shrine Maiden', 'Primarily Female Cast', 'Alternate Universe', 'Mythology', 'Gods', 'LGBTQ+ Themes', 'Yandere', 'Rape', 'Swordplay', 'Bisexual']",TV,FINISHED,12.0,"['Drama', 'Mecha', 'Romance']",11822,61.0,JP,MANGA,Studio Fantasia,63.0
Kanon,1-2002,3-2002,WINTER,2002.0,"['Snowscape', 'Female Harem', 'Primarily Female Cast', 'Amnesia', 'Kuudere', 'Heterosexual', 'Chibi', 'Tragedy']",TV,FINISHED,13.0,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",11353,63.0,JP,VISUAL_NOVEL,Toei Animation,41.0
His and Her Circumstances,10-1998,3-1999,FALL,1998.0,"['Coming of Age', 'Heterosexual', 'School', 'Shoujo', 'Primarily Teen Cast', 'Meta', 'Female Protagonist', 'Chibi', 'Adoption', 'Surreal Comedy', 'Philosophy', 'Tomboy', 'Tanned Skin']",TV,FINISHED,26.0,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",48708,75.0,JP,MANGA,Gainax,6.0
This Ugly Yet Beautiful World,4-2004,6-2004,SPRING,2004.0,"['Philosophy', 'Coming of Age', 'Magic', 'Rural', 'Henshin', 'Kaiju', 'Nudity', 'Motorcycles', 'Love Triangle', 'Super Power', 'Aliens']",TV,FINISHED,12.0,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",8123,61.0,JP,ORIGINAL,Gainax,66.0
Rumbling Hearts,10-2003,1-2004,FALL,2003.0,"['Rehabilitation', 'Love Triangle', 'Time Skip', 'Heterosexual', 'Tragedy', 'Hikikomori', 'Work', 'School', 'Nudity', 'Cars', 'Amnesia']",TV,FINISHED,14.0,"['Drama', 'Romance', 'Slice of Life']",19696,66.0,JP,VISUAL_NOVEL,Studio Fantasia,29.0
Diamond Daydreams,1-2004,4-2004,WINTER,2004.0,"['Primarily Female Cast', 'Coming of Age', 'Ensemble Cast', 'Disability', 'Tragedy', 'Ice Skating']",TV,FINISHED,12.0,"['Drama', 'Romance', 'Slice of Life']",1818,58.0,JP,VISUAL_NOVEL,Studio DEEN,78.0
Loveless,4-2005,6-2005,SPRING,2005.0,"[""Boys' Love"", 'Shoujo', 'Kemonomimi', 'Age Gap', 'Magic', 'Primarily Male Cast']",TV,FINISHED,12.0,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance']",13314,57.0,JP,MANGA,J.C. Staff,80.0
Blood+,10-2005,9-2006,FALL,2005.0,"['Vampire', 'Female Protagonist', 'Swordplay', 'Gore', 'Demons', 'Amnesia', 'Tragedy', 'Rape', 'Time Skip', 'Super Power', 'Heterosexual', 'War', 'Found Family']",TV,FINISHED,50.0,"['Action', 'Drama', 'Horror', 'Mystery', 'Supernatural']",46787,71.0,JP,ORIGINAL,Production I.G,21.0
Re: Cutie Honey,7-2004,9-2004,SUMMER,2004.0,"['Superhero', 'Henshin', 'Super Power', 'Female Protagonist', 'Nudity', 'Parody', 'Tokusatsu', 'Meta', 'Surreal Comedy', 'Yuri', 'Revenge', 'Primarily Adult Cast', 'Tragedy', 'Seinen', 'Police', 'Robots', 'Swordplay', 'LGBTQ+ Themes', 'Guns', 'Bondage']",OVA,FINISHED,3.0,"['Action', 'Comedy', 'Ecchi', 'Mahou Shoujo', 'Sci-Fi']",9568,69.0,JP,MANGA,Gainax,7.0
Solty Rei,10-2005,3-2006,FALL,2005.0,"['Female Protagonist', 'Super Power', 'Tragedy', 'CGI', 'Guns']",TV,FINISHED,24.0,"['Action', 'Sci-Fi']",4763,67.0,JP,ORIGINAL,GONZO,38.0
The Twelve Kingdoms,4-2002,8-2003,SPRING,2002.0,"['Isekai', 'Female Protagonist', 'Coming of Age', 'Politics', 'Language Barrier', 'War', 'Tragedy', 'Conspiracy', 'Youkai', 'Swordplay', 'Bullying', 'Anthropomorphism', 'Shapeshifting', 'Magic', 'Military', 'Tanned Skin', 'Alternate Universe', 'Chimera', 'Shrine Maiden']",TV,FINISHED,45.0,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",27895,76.0,JP,LIGHT_NOVEL,Studio Pierrot,7.0
Shaman King,7-2001,9-2002,SUMMER,2001.0,"['Shounen', 'Ghost', 'Super Power', 'Male Protagonist', 'Mythology', 'Primarily Child Cast', 'Twins', 'Reincarnation', 'Environmental', 'Primarily Male Cast', 'Kuudere', 'Swordplay', 'Travel']",TV,FINISHED,64.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",46834,73.0,JP,MANGA,TV Tokyo,7.0
X,8-1996,8-1996,SUMMER,1996.0,"['Shoujo', 'Super Power', 'Cosmic Horror', 'Urban Fantasy', 'Alternate Universe', 'Yandere', 'Augmented Reality', 'Male Protagonist', 'Tragedy', 'Gore', 'Urban', 'Magic', 'Anti-Hero', 'Angels', 'Gods', 'Ensemble Cast', 'Time Manipulation', 'Nudity', 'Swordplay', 'Demons', 'Environmental', 'Cyberpunk', 'Amnesia', 'Post-Apocalyptic', 'Conspiracy', 'Mythology', 'Memory Manipulation', 'Philosophy', 'Love Triangle', 'Dragons', 'Shrine Maiden']",MOVIE,FINISHED,1.0,"['Action', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']",6772,59.0,JP,MANGA,MADHOUSE,13.0
X (TV),10-2001,3-2002,FALL,2001.0,"['Tragedy', 'Urban Fantasy', 'Magic', 'Super Power', 'Environmental', 'Anti-Hero', 'Shoujo', 'Male Protagonist']",TV,FINISHED,24.0,"['Action', 'Drama', 'Fantasy', 'Romance']",11986,68.0,JP,MANGA,MADHOUSE,18.0
Negima!,1-2005,6-2005,WINTER,2005.0,"['Magic', 'School', 'Teacher', 'Female Harem', 'Primarily Female Cast', 'Shounen', 'Urban Fantasy', 'Vampire', 'Age Gap', 'Kuudere']",TV,FINISHED,26.0,"['Comedy', 'Ecchi', 'Fantasy', 'Romance']",21266,64.0,JP,MANGA,Xebec,54.0
Maria Watches Over Us,1-2004,4-2004,WINTER,2004.0,"['School', 'Female Protagonist', 'Primarily Female Cast', 'Boarding School', 'Yuri', 'Coming of Age', 'Ojou-sama', 'School Club']",TV,FINISHED,13.0,"['Drama', 'Romance', 'Slice of Life']",13982,68.0,JP,LIGHT_NOVEL,Studio DEEN,32.0
Melody of Oblivion,4-2004,9-2004,SPRING,2004.0,"['Shounen', 'Motorcycles']",TV,FINISHED,24.0,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Mecha', 'Sci-Fi']",3140,56.0,JP,MANGA,Gainax,82.0
